time_left,ct_score,t_score,map,ct_health,t_health,ct_armor,t_armor,ct_money,t_money,ct_helmets,t_helmets,ct_defuse_kits,ct_players_alive,t_players_alive,health_lead,armor_lead,money_lead,helmets_lead,players_alive_lead,KMeans_Cluster,DBSCAN_Cluster,GaussianMixture_Cluster,CustomKMeans_Cluster
29.74,11,9,5,345,300,186,298,11450,4600,0,3,0,4,3,0,1,0,1,0,0,-1,0,0
114.93,1,0,4,500,500,500,400,250,2800,5,3,1,5,5,2,0,1,0,2,1,-1,1,1
74.95,6,7,3,437,156,200,281,12150,15000,0,3,0,5,3,0,1,1,1,0,0,-1,0,0
25.82,8,8,4,45,0,84,0,650,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,0
74.94,8,3,7,400,355,392,385,5500,1350,2,4,3,4,4,0,0,0,1,2,0,-1,0,0
14.89,10,8,5,341,251,384,355,500,6850,3,4,3,4,4,0,0,1,1,2,0,-1,0,0
29.18,8,7,3,426,110,459,100,1350,150,0,0,0,5,3,0,0,0,2,0,0,-1,0,0
29.23,15,12,1,73,166,92,194,350,5550,0,2,1,1,2,1,1,1,1,1,0,-1,0,0
114.92,13,11,1,500,500,500,500,3600,2250,4,4,4,5,5,2,2,0,2,2,1,-1,1,1
74.95,13,7,1,258,145,298,84,6000,4000,3,0,3,3,2,0,0,0,0,0,0,-1,0,0
74.95,9,14,4,483,500,484,500,21650,450,4,5,5,5,5,1,1,0,1,2,1,-1,0,1
38.59,13,14,5,213,222,300,266,400,2700,1,3,2,3,3,1,0,1,1,2,0,-1,0,0
54.92,7,9,7,152,345,183,474,150,2100,2,5,0,2,5,1,1,1,1,1,0,-1,0,0
174.95,15,8,4,500,500,95,0,29700,18000,0,0,1,5,5,2,0,0,2,2,1,-1,1,1
114.93,0,3,3,500,500,500,472,1150,6200,3,5,0,5,5,2,0,1,1,2,1,-1,1,1
34.89,3,5,5,425,340,486,386,5250,850,4,4,5,5,4,0,0,0,2,0,0,-1,0,0
34.96,7,2,3,340,110,387,269,9800,12650,4,3,3,4,3,0,0,1,0,0,0,-1,0,0
174.94,12,11,3,500,500,500,0,19850,19000,1,0,1,5,5,2,0,0,0,2,1,-1,1,1
174.95,15,13,2,500,500,100,0,20450,31450,1,0,1,5,5,2,0,1,0,2,1,-1,1,1
114.95,3,9,1,500,500,400,481,400,18250,3,5,0,5,5,2,1,1,1,2,1,-1,1,1
100.82,10,9,1,500,500,400,478,11350,9600,1,5,0,5,5,2,1,0,1,2,1,-1,1,1
12.46,7,15,5,76,0,191,0,2850,0,2,0,1,2,0,0,0,0,0,0,0,-1,0,0
94.97,8,10,2,500,346,400,380,800,20650,2,4,1,5,4,0,0,1,1,0,0,-1,0,0
74.95,8,15,1,273,398,390,399,3300,11850,3,4,2,4,4,1,1,1,1,2,1,-1,0,1
174.76,0,0,5,500,500,300,300,1250,1250,0,0,1,5,5,2,2,2,2,2,1,-1,1,1
54.95,12,10,1,397,420,400,492,4100,10950,2,5,3,4,5,1,1,1,1,1,1,-1,0,1
70.2,0,0,1,500,500,400,300,600,550,0,0,1,5,5,2,0,0,2,2,1,-1,1,1
114.92,14,14,4,500,500,463,470,16500,29250,4,5,5,5,5,2,1,1,1,2,1,-1,1,1
14.94,7,13,5,171,212,92,243,4750,16500,0,3,1,2,3,1,1,1,1,1,0,-1,0,0
171.7,15,11,3,500,500,484,400,36950,10050,4,3,4,5,5,2,0,0,0,2,1,-1,1,1
114.93,8,8,7,500,500,500,300,1550,750,5,2,0,5,5,2,0,0,0,2,1,-1,1,1
34.95,9,5,1,300,341,292,394,11750,700,3,3,3,3,4,1,1,0,2,1,0,-1,0,0
48.38,6,5,1,456,376,498,389,5900,700,4,3,3,5,4,0,0,0,0,0,0,-1,0,0
74.95,14,9,4,300,297,300,366,7250,6800,1,4,3,3,4,0,1,0,1,1,0,-1,0,0
21.3,5,6,2,105,346,100,377,3950,19250,0,4,0,2,4,1,1,1,1,1,0,-1,0,0
46.82,14,12,3,470,398,489,392,100,1700,2,4,1,5,4,0,0,1,1,0,0,-1,0,0
156.06,7,6,6,500,500,493,364,350,43600,1,5,0,5,5,2,0,1,1,2,1,-1,1,1
59.7,14,11,7,200,267,200,385,15150,4400,2,4,2,2,4,1,1,0,1,1,0,-1,0,0
14.96,3,0,1,330,163,378,269,7350,2400,2,3,2,4,3,0,0,0,1,0,0,-1,0,0
30.45,2,3,4,300,339,300,378,100,26900,1,4,0,3,4,1,1,1,1,1,0,-1,0,0
94.9,9,12,4,500,486,500,444,3250,16750,3,5,3,5,5,0,0,1,1,2,1,-1,0,1
54.93,12,12,7,241,183,291,199,14850,100,3,2,2,3,2,0,0,0,0,0,0,-1,0,0
174.93,9,3,6,500,500,496,0,32400,22350,5,0,4,5,5,2,0,0,0,2,1,-1,1,1
175.0,5,4,3,500,500,500,90,11200,19200,5,1,3,5,5,2,0,1,0,2,1,-1,1,1
94.93,10,13,1,499,500,500,475,2250,22850,3,5,2,5,5,1,0,1,1,2,1,-1,0,1
109.97,12,5,4,500,500,465,500,5700,250,5,5,1,5,5,2,1,0,2,2,1,-1,1,1
7.02,10,9,6,275,200,367,152,850,7000,1,2,0,4,2,0,0,1,1,0,0,-1,0,0
23.87,1,8,2,50,271,96,292,2850,20200,0,3,0,1,3,1,1,1,1,1,0,-1,0,0
107.57,12,9,2,500,500,500,487,13650,29750,0,5,0,5,5,2,0,1,1,2,1,-1,1,1
35.62,9,10,6,39,159,91,180,450,700,1,2,0,1,2,1,1,1,1,1,0,-1,0,0
71.55,8,14,1,484,374,497,196,5800,7950,5,0,4,5,4,0,0,1,0,0,0,-1,0,0
109.92,2,6,1,500,500,500,470,12150,25750,2,5,3,5,5,2,0,1,1,2,1,-1,1,1
114.95,2,7,1,500,500,300,459,11600,24850,1,5,0,5,5,2,1,1,1,2,1,-1,1,1
174.95,2,14,4,500,500,355,0,18500,10250,0,0,0,5,5,2,0,0,2,2,1,-1,1,1
8.08,13,6,1,100,138,100,256,2400,1850,1,3,0,1,3,1,1,0,1,1,0,-1,0,0
54.96,8,8,2,156,479,0,487,4100,1650,0,5,0,2,5,1,1,0,1,1,0,-1,0,0
174.95,11,14,4,500,500,0,256,12950,26550,0,3,0,5,5,2,1,1,1,2,1,-1,1,1
74.95,5,4,4,500,303,479,57,8650,5850,5,1,4,5,4,0,0,0,0,0,0,-1,0,0
69.94,1,0,5,500,400,500,0,850,7600,5,0,1,5,4,0,0,1,0,0,0,-1,0,0
94.95,0,4,4,353,233,399,275,6800,11650,2,3,0,4,3,0,0,1,1,0,0,-1,0,0
14.95,2,9,4,300,156,299,186,4750,11900,0,2,0,3,2,0,0,1,1,0,0,-1,0,0
22.6,7,6,2,114,0,192,0,1650,0,0,0,1,2,0,0,0,0,2,0,0,-1,0,0
89.26,6,2,3,500,300,500,278,850,13500,3,3,2,5,3,0,0,1,2,0,0,-1,0,0
54.98,7,15,6,397,375,457,387,1200,8050,2,4,1,5,4,0,0,1,1,0,0,-1,0,0
38.6,13,14,2,200,397,191,400,8350,4300,0,4,2,2,4,1,1,0,1,1,0,-1,0,0
54.95,0,3,4,87,197,100,185,600,7450,0,2,0,1,2,1,1,1,1,1,0,-1,0,0
14.95,1,2,4,190,300,200,300,350,1100,1,2,0,2,3,1,1,1,1,1,0,-1,0,0
109.96,11,10,2,500,500,273,494,9800,16250,0,5,0,5,5,2,1,1,1,2,1,-1,1,1
74.93,6,10,6,492,500,397,500,1500,200,2,5,0,5,5,1,1,0,1,2,1,-1,0,1
14.91,2,0,5,500,327,493,379,4750,350,5,4,3,5,4,0,0,0,0,0,0,-1,0,0
67.55,13,14,5,206,144,286,199,2450,200,2,2,2,3,2,0,0,0,2,0,0,-1,0,0
14.95,2,1,4,99,98,86,99,1450,550,1,1,1,1,1,0,1,0,2,2,0,-1,0,0
30.85,7,7,3,300,251,300,289,2200,750,3,2,3,3,3,0,0,0,0,2,0,-1,0,0
37.02,0,0,5,200,171,200,84,600,1150,0,0,1,2,2,0,0,1,2,2,0,-1,0,0
175.0,0,0,4,500,500,300,200,1350,2700,0,0,1,5,5,2,0,1,2,2,1,-1,1,1
35.51,10,14,4,457,363,485,394,1400,27200,2,4,2,5,4,0,0,1,1,0,0,-1,0,0
54.93,9,7,1,500,495,500,182,150,10800,5,0,1,5,5,0,0,1,0,2,1,-1,0,1
174.92,0,1,5,500,500,0,92,10650,18600,0,0,0,5,5,2,1,1,2,2,1,-1,1,1
54.91,10,7,5,200,477,0,438,4450,14500,0,5,0,2,5,1,1,1,1,1,0,-1,0,0
114.96,2,9,3,500,500,486,480,11450,44700,2,5,2,5,5,2,0,1,1,2,1,-1,1,1
94.93,15,12,4,400,300,400,300,600,2650,3,3,1,4,3,0,0,1,2,0,0,-1,0,0
74.91,7,7,4,400,313,400,467,150,6150,2,5,0,4,5,0,1,1,1,1,0,-1,0,0
94.93,2,3,5,485,500,500,500,300,19100,1,5,1,5,5,1,2,1,1,2,1,-1,0,1
174.94,1,4,1,500,500,0,89,25800,19500,0,1,0,5,5,2,1,0,1,2,1,-1,1,1
114.91,1,1,6,500,500,500,496,500,16400,1,5,0,5,5,2,0,1,1,2,1,-1,1,1
22.37,3,4,7,9,237,85,239,1850,15650,0,3,0,1,3,1,1,1,1,1,0,-1,0,0
54.95,1,1,4,328,148,356,0,2550,10150,4,0,2,4,4,0,0,1,0,2,0,-1,0,0
74.95,3,11,2,335,353,396,389,5850,1050,3,4,3,4,5,1,0,0,1,1,0,-1,0,0
54.78,6,13,7,272,293,0,386,5750,4450,0,4,0,3,4,1,1,0,1,1,0,-1,0,0
114.94,2,3,3,500,500,500,500,7850,7200,4,4,4,5,5,2,2,0,2,2,1,-1,1,1
34.93,6,11,1,500,473,400,485,400,2550,0,5,0,5,5,0,1,1,1,2,1,-1,0,1
74.95,7,5,4,410,500,498,495,750,9050,1,4,0,5,5,1,0,1,1,2,1,-1,0,1
3.27,9,3,7,46,236,92,272,450,16600,1,3,0,1,3,1,1,1,1,1,0,-1,0,0
54.9,12,6,5,500,317,400,373,400,16550,1,4,0,5,4,0,0,1,1,0,0,-1,0,0
34.92,9,15,3,244,195,290,269,600,6150,1,3,1,3,3,0,0,1,1,2,0,-1,0,0
94.9,6,2,5,500,500,500,400,3150,9450,4,2,1,5,5,2,0,1,0,2,1,-1,1,1
170.28,4,11,1,500,500,300,200,1250,1300,0,0,1,5,5,2,0,1,2,2,1,-1,1,1
94.91,20,18,2,288,298,290,300,18250,900,3,2,3,3,3,1,1,0,0,2,0,-1,0,0
175.0,5,12,6,500,500,432,500,15100,300,5,5,2,5,5,2,1,0,2,2,1,-1,1,1
94.94,9,12,3,467,300,440,300,33550,200,5,2,5,5,3,0,0,0,0,0,0,-1,0,0
94.77,1,13,5,500,400,500,328,1150,48600,2,4,2,5,4,0,0,1,1,0,1,-1,0,1
74.91,1,5,7,400,371,372,400,9800,4100,3,4,3,4,4,0,1,0,1,2,1,-1,0,1
64.06,11,4,6,330,306,285,281,750,750,0,0,0,4,4,0,0,2,2,2,0,-1,0,0
34.91,14,14,1,473,335,485,385,26000,3050,5,4,5,5,4,0,0,0,0,0,0,-1,0,0
8.33,16,17,1,57,372,85,397,10100,43000,1,4,1,1,4,1,1,1,1,1,0,-1,0,0
6.96,8,8,3,78,0,96,0,1000,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,0
86.44,7,0,1,400,249,376,280,17100,700,4,2,4,4,3,0,0,0,0,0,0,-1,0,0
173.33,9,8,3,500,500,100,478,4650,9850,0,5,0,5,5,2,1,1,1,2,1,-1,1,1
87.19,7,13,3,463,468,500,484,4250,25100,3,5,2,5,5,1,0,1,1,2,1,-1,0,1
174.95,7,7,2,500,500,0,81,22250,18250,0,1,0,5,5,2,1,0,1,2,1,-1,1,1
34.95,5,3,4,500,500,468,500,27800,2900,5,5,5,5,5,2,1,0,2,2,1,-1,1,1
73.94,0,0,1,300,300,300,258,450,1100,0,0,0,3,4,2,0,1,2,1,0,-1,0,0
114.96,2,10,1,500,500,496,500,13950,33700,4,5,4,5,5,2,1,1,1,2,1,-1,1,1
174.91,9,3,2,500,500,286,0,28000,19500,3,0,2,5,5,2,0,0,0,2,1,-1,1,1
114.93,9,9,2,500,500,500,448,700,22250,0,5,1,5,5,2,0,1,1,2,1,-1,1,1
89.97,3,4,2,400,498,400,460,3850,15400,1,5,1,4,5,1,1,1,1,1,1,-1,0,1
114.96,14,4,4,500,500,478,500,22750,1600,5,5,3,5,5,2,1,0,2,2,1,-1,1,1
74.88,5,10,1,500,400,300,199,850,500,0,0,1,5,4,0,0,0,2,0,0,-1,0,0
10.49,1,3,1,55,34,187,163,250,5450,0,2,0,2,2,0,0,1,1,2,0,-1,0,0
114.93,5,1,1,500,500,400,450,4750,6500,1,5,1,5,5,2,1,1,1,2,1,-1,1,1
170.46,15,12,1,500,500,496,476,7400,7950,3,5,0,5,5,2,0,1,1,2,1,-1,1,1
54.93,16,16,1,359,220,386,382,24950,26250,4,4,4,4,4,0,0,1,2,2,1,-1,0,1
114.94,16,18,4,500,500,500,483,26300,52750,5,5,5,5,5,2,0,1,2,2,1,-1,1,1
94.93,11,6,1,380,399,0,389,10200,3600,0,4,0,4,4,1,1,0,1,2,1,-1,0,1
66.84,1,6,7,300,479,300,478,700,5700,2,5,2,3,5,1,1,1,1,1,0,-1,0,0
97.41,15,15,1,500,455,500,485,47400,53250,5,5,3,5,5,0,0,1,2,2,1,-1,0,1
74.95,4,5,2,459,354,400,389,400,3500,1,4,0,5,4,0,0,1,1,0,0,-1,0,0
31.12,1,0,4,178,384,191,300,50,1800,1,3,1,2,5,1,1,1,1,1,0,-1,0,0
158.52,17,16,1,500,500,500,500,48150,55400,5,5,5,5,5,2,2,1,2,2,1,-1,1,1
74.91,6,7,7,200,481,0,487,4800,5400,0,5,0,2,5,1,1,1,1,1,0,-1,0,0
111.08,3,0,7,500,500,496,500,16150,8850,3,3,4,5,5,2,1,0,2,2,1,-1,1,1
56.83,14,15,1,488,300,493,300,24800,350,5,2,5,5,3,0,0,0,0,0,0,-1,0,0
93.89,14,5,7,500,500,496,500,2750,350,3,4,3,5,5,2,1,0,1,2,1,-1,1,1
94.9,1,0,7,500,500,500,300,350,650,5,3,1,5,5,2,0,1,0,2,1,-1,1,1
74.93,13,12,2,300,395,286,478,4450,18600,0,5,3,3,5,1,1,1,1,1,1,-1,0,1
34.91,0,1,1,500,486,500,495,300,2650,3,5,0,5,5,0,0,1,1,2,1,-1,0,1
174.91,13,11,3,500,500,288,0,21950,37450,1,0,3,5,5,2,0,1,0,2,1,-1,1,1
54.93,14,12,1,423,376,500,397,6700,400,5,4,4,5,4,0,0,0,0,0,0,-1,0,0
34.95,0,3,4,400,202,400,278,550,2400,1,3,1,4,3,0,0,1,1,0,0,-1,0,0
92.44,3,3,3,500,500,174,484,8850,17950,0,5,0,5,5,2,1,1,1,2,1,-1,1,1
54.96,5,6,4,200,379,200,394,850,3150,1,4,1,2,4,1,1,1,1,1,0,-1,0,0
174.95,0,3,3,500,500,0,134,28800,32050,0,2,0,5,5,2,1,1,1,2,1,-1,1,1
94.94,13,1,6,494,479,500,471,19850,3750,5,5,4,5,5,0,0,0,2,2,1,-1,0,1
74.95,15,12,2,400,468,400,493,300,47750,1,5,2,4,5,1,1,1,1,1,1,-1,0,1
74.92,3,8,5,400,300,200,294,8750,14750,0,3,0,4,3,0,1,1,1,0,0,-1,0,0
54.92,13,14,1,409,375,498,318,1100,16850,0,4,1,5,4,0,0,1,1,0,0,-1,0,0
54.9,13,10,6,228,200,380,200,1500,50,2,2,2,4,2,0,0,0,2,0,0,-1,0,0
74.93,1,1,2,500,300,492,200,4650,100,5,2,2,5,3,0,0,0,0,0,0,-1,0,0
93.23,10,14,5,499,476,495,491,16850,2150,4,5,3,5,5,0,0,0,1,2,1,-1,0,1
56.59,9,6,1,400,400,300,300,750,700,0,0,1,4,4,2,2,0,2,2,1,-1,0,1
94.95,3,9,1,500,399,489,437,22050,10350,5,5,3,5,5,0,0,0,2,2,1,-1,0,1
164.33,1,5,2,500,500,500,499,1350,14700,1,5,1,5,5,2,0,1,1,2,1,-1,1,1
106.62,13,13,6,500,500,300,495,11600,10000,0,5,0,5,5,2,1,0,1,2,1,-1,1,1
164.9,5,2,6,500,500,498,500,7950,4050,4,5,3,5,5,2,1,0,1,2,1,-1,1,1
12.81,5,7,1,400,60,400,100,9650,150,4,0,3,4,1,0,0,0,0,0,0,-1,0,0
34.94,8,10,6,400,400,384,300,2200,750,4,2,1,4,4,2,0,0,0,2,1,-1,0,1
54.96,0,3,2,500,367,500,375,550,15800,3,4,0,5,4,0,0,1,1,0,0,-1,0,0
89.96,1,3,2,500,500,488,500,1450,5650,3,5,4,5,5,2,1,1,1,2,1,-1,1,1
172.41,10,5,7,500,500,200,200,1200,1650,0,0,1,5,5,2,2,1,2,2,1,-1,1,1
94.93,3,2,6,500,479,476,498,7100,11450,3,5,2,5,5,0,1,1,1,2,1,-1,0,1
114.95,9,14,1,500,500,475,500,23600,750,5,5,5,5,5,2,1,0,2,2,1,-1,1,1
174.94,5,11,7,500,500,193,0,18300,10700,0,0,1,5,5,2,0,0,2,2,1,-1,1,1
94.96,5,14,3,500,458,500,469,400,8400,1,5,0,5,5,0,0,1,1,2,1,-1,0,1
175.0,13,14,5,500,500,384,400,14100,5800,2,4,2,5,5,2,1,0,1,2,1,-1,1,1
114.96,3,3,2,500,500,491,446,5850,11150,1,5,3,5,5,2,0,1,1,2,1,-1,1,1
114.93,5,8,7,500,500,500,500,3750,32150,5,5,2,5,5,2,2,1,2,2,1,-1,1,1
54.91,8,12,7,300,295,300,298,11200,750,3,3,2,3,3,0,0,0,2,2,0,-1,0,0
175.0,9,6,6,500,500,0,0,4000,3300,0,0,0,5,5,2,2,0,2,2,1,-1,1,1
74.95,0,1,4,263,420,194,490,100,2600,2,5,1,3,5,1,1,1,1,1,0,-1,0,0
175.0,3,3,4,500,500,492,0,3200,11000,4,0,3,5,5,2,0,1,0,2,1,-1,1,1
97.37,2,4,6,500,300,500,200,2950,250,3,2,2,5,3,0,0,0,0,0,0,-1,0,0
175.0,0,4,5,500,500,98,261,22650,29600,0,3,0,5,5,2,1,1,1,2,1,-1,1,1
49.94,0,1,2,290,450,285,485,50,850,1,5,0,4,5,1,1,1,1,1,0,-1,0,0
174.95,14,13,2,500,500,323,0,40050,27400,4,0,4,5,5,2,0,0,0,2,1,-1,1,1
10.53,7,6,6,100,252,100,257,2600,20500,1,4,0,1,4,1,1,1,1,1,0,-1,0,0
49.91,5,13,4,400,477,200,475,6200,14100,0,5,0,4,5,1,1,1,1,1,1,-1,0,1
36.98,15,7,7,300,326,367,383,2450,800,4,2,2,4,4,1,1,0,0,2,0,-1,0,0
101.25,7,6,1,481,500,500,443,600,25800,0,5,0,5,5,1,0,1,1,2,1,-1,0,1
34.91,1,7,2,135,100,200,100,3400,6650,2,1,1,2,1,0,0,1,0,0,0,-1,0,0
34.96,3,0,2,286,100,390,100,12600,150,4,0,2,4,1,0,0,0,0,0,0,-1,0,0
114.93,4,3,5,500,500,482,500,12000,1400,3,5,4,5,5,2,1,0,1,2,1,-1,1,1
114.95,13,7,1,500,500,496,500,5750,3100,4,5,4,5,5,2,1,0,1,2,1,-1,1,1
13.11,5,5,1,300,286,300,369,6850,28150,2,4,2,3,4,0,1,1,1,1,0,-1,0,0
74.96,2,2,2,500,500,481,0,8300,8900,4,0,2,5,5,2,0,1,0,2,1,-1,1,1
94.89,3,10,5,333,400,385,388,2350,38300,1,4,0,4,4,1,1,1,1,2,1,-1,0,1
94.91,9,15,4,300,400,280,356,150,11950,0,4,1,3,4,1,1,1,1,1,0,-1,0,0
86.87,5,2,4,473,362,495,384,5450,400,5,4,4,5,4,0,0,0,0,0,0,-1,0,0
174.95,10,6,4,500,500,100,0,18200,10950,0,0,0,5,5,2,0,0,2,2,1,-1,1,1
114.91,4,7,7,500,500,498,500,8350,18650,2,5,3,5,5,2,1,1,1,2,1,-1,1,1
94.95,9,15,3,500,348,500,85,2900,13050,4,1,2,5,5,0,0,1,0,2,1,-1,0,1
74.95,1,0,1,404,1,463,64,2500,150,5,1,2,5,1,0,0,0,0,0,0,-1,0,0
46.82,4,0,2,500,400,499,299,11550,9450,5,3,5,5,4,0,0,0,0,0,0,-1,0,0
12.67,14,4,5,200,182,198,290,4150,1250,2,3,2,2,3,0,1,0,1,1,0,-1,0,0
174.95,7,9,4,500,500,83,0,18250,10700,0,0,1,5,5,2,0,0,2,2,1,-1,1,1
94.95,14,9,1,500,488,467,498,32900,700,5,5,5,5,5,0,1,0,2,2,1,-1,0,1
174.91,6,4,4,500,500,458,0,44400,17950,5,0,4,5,5,2,0,0,0,2,1,-1,1,1
54.95,12,6,1,374,299,396,376,3100,1200,2,4,3,4,4,0,0,0,1,2,0,-1,0,0
94.94,15,10,4,327,350,389,398,20250,600,4,4,4,4,4,1,1,0,2,2,1,-1,0,1
34.96,13,15,1,176,264,200,321,0,23350,1,4,0,2,4,1,1,1,1,1,0,-1,0,0
16.88,2,0,2,381,0,397,0,6750,0,4,0,3,4,0,0,0,0,0,0,0,-1,0,0
175.0,12,3,7,500,500,200,200,2000,2700,0,0,1,5,5,2,2,1,2,2,1,-1,1,1
170.0,3,6,2,500,500,0,446,30000,28950,0,5,0,5,5,2,1,0,1,2,1,-1,1,1
174.95,2,8,2,500,500,0,376,17950,26900,0,4,0,5,5,2,1,1,1,2,1,-1,1,1
74.95,12,5,2,200,218,186,238,5000,4900,0,3,0,2,3,1,1,0,1,1,0,-1,0,0
74.92,5,5,7,400,400,396,399,3650,7900,3,4,3,4,4,2,1,1,1,2,1,-1,0,1
175.0,14,10,1,500,500,488,100,25750,21750,4,1,3,5,5,2,0,0,0,2,1,-1,1,1
2.34,14,14,6,71,419,99,498,1400,2150,1,3,1,1,5,1,1,1,1,1,0,-1,0,0
114.8,6,15,5,500,500,492,500,850,3850,4,5,1,5,5,2,1,1,1,2,1,-1,1,1
174.95,11,6,1,500,500,278,0,17500,9100,1,0,0,5,5,2,0,0,0,2,1,-1,1,1
54.95,8,12,3,434,373,481,384,7350,3400,3,4,4,5,4,0,0,0,1,0,0,-1,0,0
114.91,4,7,1,500,500,473,500,2850,13450,4,3,4,5,5,2,1,1,0,2,1,-1,1,1
74.95,5,9,4,500,383,400,445,350,6200,0,5,1,5,5,0,1,1,1,2,1,-1,0,1
94.8,15,7,7,200,242,198,295,4450,350,2,3,2,2,3,1,1,0,1,1,0,-1,0,0
74.93,10,13,6,434,153,495,183,4800,4550,4,1,2,5,2,0,0,0,0,0,0,-1,0,0
26.9,23,23,4,300,73,293,96,19250,1850,2,1,3,3,1,0,0,0,0,0,0,-1,0,0
174.93,5,8,6,500,500,382,0,18000,41200,0,0,2,5,5,2,0,1,2,2,1,-1,1,1
175.0,12,2,3,500,500,398,100,62300,16450,4,1,4,5,5,2,0,0,0,2,1,-1,1,1
88.68,14,15,6,500,500,498,489,250,9550,1,5,1,5,5,2,0,1,1,2,1,-1,1,1
175.0,4,4,1,500,500,449,0,13400,10900,5,0,5,5,5,2,0,0,0,2,1,-1,1,1
54.92,0,4,3,400,400,200,387,9800,18500,0,4,0,4,4,2,1,1,1,2,1,-1,0,1
54.91,14,9,5,400,476,399,400,300,28500,0,5,0,4,5,1,1,1,1,1,1,-1,0,1
39.18,13,15,1,200,173,200,194,1850,3600,1,2,1,2,2,0,0,1,1,2,0,-1,0,0
68.88,4,6,3,490,496,499,451,1200,39600,2,5,3,5,5,1,0,1,1,2,1,-1,0,1
73.01,14,13,3,400,228,400,279,15450,7950,4,1,4,4,4,0,0,0,0,2,0,-1,0,0
34.95,2,11,2,421,146,487,186,1500,9700,2,2,1,5,2,0,0,1,2,0,0,-1,0,0
22.39,1,5,1,100,350,100,394,2600,9500,0,4,0,1,4,1,1,1,1,1,0,-1,0,0
86.88,15,8,4,146,342,192,400,4050,1050,2,1,2,2,4,1,1,0,0,1,0,-1,0,0
174.91,7,7,6,500,500,97,258,25050,27050,1,3,1,5,5,2,1,1,1,2,1,-1,1,1
54.91,6,7,4,479,348,494,382,16200,300,4,4,4,5,4,0,0,0,2,0,0,-1,0,0
66.9,2,11,7,200,195,199,194,5050,25550,0,3,0,2,3,0,0,1,1,1,0,-1,0,0
175.0,1,5,1,500,500,370,491,14200,15650,2,5,1,5,5,2,1,1,1,2,1,-1,1,1
94.94,1,0,2,474,279,496,192,1900,650,5,1,2,5,3,0,0,0,0,0,0,-1,0,0
24.09,11,3,3,240,300,292,300,5850,2350,3,2,3,3,3,1,1,0,0,2,0,-1,0,0
94.96,11,15,4,386,500,400,494,150,5750,2,5,0,4,5,1,1,1,1,1,1,-1,0,1
114.95,1,1,2,500,500,300,475,3850,8700,1,5,0,5,5,2,1,1,1,2,1,-1,1,1
174.93,3,3,6,500,500,0,177,12900,18500,0,2,0,5,5,2,1,1,1,2,1,-1,1,1
170.0,8,7,1,500,500,300,300,550,2050,0,0,1,5,5,2,2,1,2,2,1,-1,1,1
106.89,9,13,1,500,500,500,469,350,32700,1,5,0,5,5,2,0,1,1,2,1,-1,1,1
98.95,5,0,4,436,500,474,500,6450,700,5,5,4,5,5,1,1,0,2,2,1,-1,0,1
54.91,15,12,2,119,277,85,270,6000,9850,0,3,0,2,3,1,1,1,1,1,0,-1,0,0
114.93,4,10,2,500,500,500,300,7950,9900,5,3,5,5,5,2,0,1,0,2,1,-1,1,1
174.94,6,9,1,500,500,0,0,4000,4000,0,0,0,5,5,2,2,2,2,2,1,-1,1,1
54.93,17,18,1,416,454,464,484,44000,23650,5,5,5,5,5,1,1,0,2,2,1,-1,0,1
30.46,7,7,1,100,201,100,352,1900,1550,1,4,1,1,4,1,1,0,1,1,0,-1,0,0
29.91,30,30,5,298,42,400,90,39050,11450,4,1,4,4,1,0,0,0,0,0,0,-1,0,0
34.91,0,2,5,254,178,186,195,1100,4650,0,2,0,3,2,0,1,1,1,0,0,-1,0,0
111.11,10,2,4,500,500,443,500,38750,9850,5,3,5,5,5,2,1,0,0,2,1,-1,1,1
174.93,3,5,6,500,500,300,73,23400,20100,3,1,3,5,5,2,0,0,0,2,1,-1,1,1
94.9,3,2,3,500,500,400,478,200,7750,1,5,0,5,5,2,1,1,1,2,1,-1,1,1
66.87,1,5,7,500,491,300,447,10200,23800,0,5,0,5,5,0,1,1,1,2,1,-1,0,1
114.95,11,6,3,500,500,500,400,4000,1100,5,2,1,5,5,2,0,0,0,2,1,-1,1,1
106.93,7,4,4,500,500,465,454,30500,12800,5,5,2,5,5,2,0,0,2,2,1,-1,1,1
165.91,9,7,1,500,500,493,200,1350,4750,4,2,1,5,5,2,0,1,0,2,1,-1,1,1
94.93,6,4,2,473,331,483,0,25650,13950,5,0,2,5,5,0,0,0,0,2,1,-1,0,1
94.96,9,11,2,500,483,494,493,8000,17050,5,5,5,5,5,0,0,1,2,2,1,-1,0,1
174.95,5,5,2,500,500,300,195,21800,9250,3,2,2,5,5,2,0,0,0,2,1,-1,1,1
74.95,6,13,1,372,500,400,496,6550,3100,3,5,1,4,5,1,1,0,1,1,1,-1,0,1
174.95,3,13,4,500,500,0,160,10800,18700,0,0,0,5,5,2,1,1,2,2,1,-1,1,1
54.95,4,4,1,346,275,385,199,13900,6200,4,0,3,4,3,0,0,0,0,0,0,-1,0,0
54.95,3,5,2,282,275,400,369,8800,16900,1,4,1,4,4,0,0,1,1,2,0,-1,0,0
172.23,5,10,4,500,500,300,300,550,1250,0,0,1,5,5,2,2,1,2,2,1,-1,1,1
174.95,4,4,3,500,500,485,100,21250,9450,3,1,5,5,5,2,0,0,0,2,1,-1,1,1
54.91,8,4,2,252,292,288,300,22700,1750,3,3,2,3,3,1,1,0,2,2,0,-1,0,0
